facility_id,facility_name,facility_address,city,county,state,state_code,zip,phone,hosp_type,hosp_ownership,emergency_unit,ehr_interoperability,hosp_rating
144031,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,1650 MOON LAKE BLVD,HOFFMAN ESTATES,COOK,ILLINOIS,IL,60169,(847) 882-1600,PSYCHIATRIC,VOLUNTARY NON-PROFIT - CHURCH,N,N,4
144034,BHC STREAMWOOD HOSPITAL INC,1400 E IRVING PARK ROAD,STREAMWOOD,COOK,ILLINOIS,IL,60107,(630) 837-9000,PSYCHIATRIC,PROPRIETARY,Y,N,4
144035,LINDEN OAKS AT EDWARD,852 S WEST STREET,NAPERVILLE,DUPAGE,ILLINOIS,IL,60540,(630) 305-5500,PSYCHIATRIC,VOLUNTARY NON-PROFIT - PRIVATE,N,N,4
144037,ELGIN MENTAL HEALTH CENTER,750 S STATE ST,ELGIN,KANE,ILLINOIS,IL,60123,(847) 742-1040,PSYCHIATRIC,GOVERNMENT - STATE,N,N,4
144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,1000 N MAIN ST,ANNA,UNION,ILLINOIS,IL,62906,(618) 833-5161,PSYCHIATRIC,GOVERNMENT - STATE,N,N,4
144039,GARFIELD PARK HOSPITAL,520 N RIDGEWAY AVE,CHICAGO,COOK,ILLINOIS,IL,60624,(773) 265-3700,PSYCHIATRIC,PROPRIETARY,N,N,4
144040,CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE,DES PLAINES,COOK,ILLINOIS,IL,60016,(847) 768-5430,PSYCHIATRIC,PROPRIETARY,N,N,4
144041,SILVER OAKS BEHAVIORAL HOSPITAL,1004 PAWLAK PARKWAY,NEW LENOX,WILL,ILLINOIS,IL,60451,(212) 243-5565,PSYCHIATRIC,PROPRIETARY,Y,N,4
150001,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,JOHNSON,INDIANA,IN,46131,(317) 736-3300,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,LAKE,INDIANA,IN,46402,(219) 886-4000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150004,FRANCISCAN ST. MARGARET HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,LAKE,INDIANA,IN,46320,(219) 932-2300,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,1
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,HENDRICKS,INDIANA,IN,46122,(317) 745-4451,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150006,NORTHWEST HEALTH-LA PORTE,1007 LINCOLNWAY,LA PORTE,LAPORTE,INDIANA,IN,46350,(219) 326-1234,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,3500 S LAFOUNTAIN ST,KOKOMO,HOWARD,INDIANA,IN,46902,(765) 453-0702,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,LAKE,INDIANA,IN,46312,(219) 392-1700,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,CLARK,INDIANA,IN,47130,(812) 283-2147,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,2
150010,ASCENSION ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,HOWARD,INDIANA,IN,46904,(765) 452-5611,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,GRANT,INDIANA,IN,46952,(765) 660-6838,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,ST JOSEPH,INDIANA,IN,46545,(574) 335-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,LAPORTE,INDIANA,IN,46360,(219) 879-8511,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,ALLEN,INDIANA,IN,46804,(260) 435-7001,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,2
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,ELKHART,INDIANA,IN,46514,(574) 294-2621,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,ALLEN,INDIANA,IN,46845,(260) 266-1195,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,MONTGOMERY,INDIANA,IN,47933,(765) 362-2800,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,5
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,VIGO,INDIANA,IN,47804,(812) 238-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,4
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,MARION,INDIANA,IN,46202,(317) 880-0000,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150026,GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,ELKHART,INDIANA,IN,46526,(574) 364-2141,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150029,ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS,215 WEST  FOURTH ST,MISHAWAKA,ST JOSEPH,INDIANA,IN,46544,(574) 259-2431,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,N,4
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,HENRY,INDIANA,IN,47362,(765) 521-0890,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,LAKE,INDIANA,IN,46342,(219) 947-6196,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150035,NORTHWEST HEALTH - PORTER,85 EAST US HWY 6,VALPARAISO,PORTER,INDIANA,IN,46383,(219) 983-8300,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,3
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,HANCOCK,INDIANA,IN,46140,(317) 462-5544,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,KNOX,INDIANA,IN,47591,(812) 882-5220,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,FLOYD,INDIANA,IN,47150,(812) 944-7701,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,DEKALB,INDIANA,IN,46706,(260) 925-4600,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,VIGO,INDIANA,IN,47802,(812) 232-0021,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,3
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,ALLEN,INDIANA,IN,46802,(260) 425-3000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,2
150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY,RICHMOND,WAYNE,INDIANA,IN,47374,(765) 983-3000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,MONROE,INDIANA,IN,47403,(812) 353-9554,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,MARION,INDIANA,IN,46202,(317) 962-2000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,MORGAN,INDIANA,IN,46158,(317) 528-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,5
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,ST JOSEPH,INDIANA,IN,46601,(574) 647-1000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,HAMILTON,INDIANA,IN,46060,(317) 773-0760,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,DAVIESS,INDIANA,IN,47501,(812) 254-2760,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,JACKSON,INDIANA,IN,47274,(812) 522-2349,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,5
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,JEFFERSON,INDIANA,IN,47250,(812) 801-0800,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,CASS,INDIANA,IN,46947,(574) 753-7541,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,2
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,MARION,INDIANA,IN,46219,(317) 355-1411,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,WELLS,INDIANA,IN,46714,(260) 824-3210,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,4
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,MARSHALL,INDIANA,IN,46563,(574) 948-4000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,VANDERBURGH,INDIANA,IN,47747,(812) 450-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150084,ASCENSION ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,MARION,INDIANA,IN,46260,(317) 338-2345,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
150086,ST ELIZABETH DEARBORN,600 WILSON CREEK RD,LAWRENCEBURG,DEARBORN,INDIANA,IN,47025,(812) 537-1010,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150088,ASCENSION ST VINCENT ANDERSON,2015 JACKSON ST,ANDERSON,MADISON,INDIANA,IN,46016,(765) 649-2511,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,DELAWARE,INDIANA,IN,47303,(765) 747-3111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,LAKE,INDIANA,IN,46311,(219) 865-2141,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,2
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,HUNTINGTON,INDIANA,IN,46750,(260) 355-3300,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,SHELBY,INDIANA,IN,46176,(317) 392-3211,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
150100,ASCENSION ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,VANDERBURGH,INDIANA,IN,47750,(812) 485-4000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,WHITLEY,INDIANA,IN,46725,(260) 248-9301,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150102,NORTHWEST HEALTH - STARKE,102 E CULVER RD,KNOX,STARKE,INDIANA,IN,46534,(574) 772-6231,ACUTE CARE HOSPITALS,PROPRIETARY,Y,N,4
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,BOONE,INDIANA,IN,46052,(765) 485-8000,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,TIPPECANOE,INDIANA,IN,47905,(765) 502-4334,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,BARTHOLOMEW,INDIANA,IN,47201,(812) 379-4441,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,MADISON,INDIANA,IN,46011,(765) 298-4242,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,DUBOIS,INDIANA,IN,47546,(812) 996-0391,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,LAKE,INDIANA,IN,46321,(219) 836-1600,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,LAKE,INDIANA,IN,46307,(219) 757-6100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
150128,"COMMUNITY HOSPITAL SOUTH, INC.",1402 E COUNTY LINE RD S,INDIANAPOLIS,MARION,INDIANA,IN,46227,(317) 887-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,KOSCIUSKO,INDIANA,IN,46580,(574) 267-3200,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,3
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,NOBLE,INDIANA,IN,46755,(260) 347-8700,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,WARRICK,INDIANA,IN,47630,(812) 842-4200,ACUTE CARE HOSPITALS,PROPRIETARY,Y,N,4
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,ALLEN,INDIANA,IN,46825,(260) 416-3000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,4
150153,ST VINCENT HEART CENTER,10580 N MERIDIAN ST,INDIANAPOLIS,HAMILTON,INDIANA,IN,46290,(317) 583-5000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,5
150157,ASCENSION ST VINCENT CARMEL,13500 N MERIDIAN ST,CARMEL,HAMILTON,INDIANA,IN,46032,(317) 582-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,HENDRICKS,INDIANA,IN,46123,(317) 217-3000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,5
150160,"INDIANA ORTHOPAEDIC HOSPITAL, LLC",8400 NORTHWEST BLVD,INDIANAPOLIS,MARION,INDIANA,IN,46278,(317) 956-1000,ACUTE CARE HOSPITALS,PHYSICIAN,N,N,4
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,HAMILTON,INDIANA,IN,46032,(317) 688-2000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,MARION,INDIANA,IN,46237,(317) 528-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,LAKE,INDIANA,IN,46321,(219) 922-4200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,LAKE,INDIANA,IN,46307,(219) 756-2100,ACUTE CARE HOSPITALS,PHYSICIAN,N,N,2
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,ALLEN,INDIANA,IN,46845,(260) 672-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FT WAYNE,ALLEN,INDIANA,IN,46804,(260) 435-2999,ACUTE CARE HOSPITALS,PROPRIETARY,N,Y,4
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,MARION,INDIANA,IN,46256,(317) 621-6262,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,FLOYD,INDIANA,IN,47150,(812) 206-7660,ACUTE CARE HOSPITALS,PHYSICIAN,N,N,4
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,TIPPECANOE,INDIANA,IN,47905,(765) 448-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150177,UNITY PHYSICIANS HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,ST JOSEPH,INDIANA,IN,46545,(574) 231-6800,ACUTE CARE HOSPITALS,PHYSICIAN,N,Y,4
150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,MARION,INDIANA,IN,46256,(317) 849-8222,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,N,N,4
150181,ASCENSION ST VINCENT FISHERS,13861 OLIO ROAD,FISHERS,HAMILTON,INDIANA,IN,46037,(317) 415-9000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,MONROE,INDIANA,IN,47403,(812) 825-1111,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,4
150186,INDIANA KIDNEY INSTITUTE,1420 N SENATE AVE SUITE A,INDIANAPOLIS,MARION,INDIANA,IN,46202,(317) 634-0920,ACUTE CARE HOSPITALS,PROPRIETARY,N,N,4
150187,INTERVENTIONAL PAIN MANAGEMENT LLC,2205 ROOSEVELT RD,VALPARAISO,PORTER,INDIANA,IN,46383,(219) 326-7246,ACUTE CARE HOSPITALS,PROPRIETARY,N,N,4
150188,INTERVENTIONAL PAIN MANAGEMENT LLC,208 LEGACY PLAZA WEST,LA PORTE,LAPORTE,INDIANA,IN,46350,(123) 456-7891,ACUTE CARE HOSPITALS,PROPRIETARY,N,N,4
150189,INTERVENTIONAL PAIN MANAGEMENT-HOBART,"201 MAIN ST, SUITE A",HOBART,LAKE,INDIANA,IN,46342,(219) 326-7246,ACUTE CARE HOSPITALS,PROPRIETARY,N,N,4
150190,INTERVENTIONAL PAIN MANAGEMENT LLC,1924 45TH ST,MUNSTER,LAKE,INDIANA,IN,46321,(219) 476-7246,ACUTE CARE HOSPITALS,PROPRIETARY,N,N,4
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,MARSHALL,INDIANA,IN,46506,(574) 546-2211,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,4
151301,ASCENSION ST VINCENT RANDOLPH,473 E GREENVILLE AVE,WINCHESTER,RANDOLPH,INDIANA,IN,47394,(765) 584-0004,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,410 PILGRIM BLVD,HARTFORD CITY,BLACKFORD,INDIANA,IN,47348,(765) 348-0300,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151303,ASCENSION ST VINCENT JENNINGS,301 HENRY ST,NORTH VERNON,JENNINGS,INDIANA,IN,47265,(812) 352-4200,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
151304,RUSH MEMORIAL HOSPITAL,1300 N MAIN ST,RUSHVILLE,RUSH,INDIANA,IN,46173,(765) 932-4111,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,2
151305,PULASKI MEMORIAL HOSPITAL,616 E 13TH ST,WINAMAC,PULASKI,INDIANA,IN,46996,(574) 946-2100,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD,PAOLI,ORANGE,INDIANA,IN,47454,(812) 723-2811,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151307,ASCENSION ST VINCENT WILLIAMSPORT,412 N MONROE ST,WILLIAMSPORT,WARREN,INDIANA,IN,47993,(317) 767-1353,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
151308,ASCENSION ST VINCENT MERCY,1331 S A ST,ELWOOD,MADISON,INDIANA,IN,46036,(765) 552-4743,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
151309,ASCENSION ST VINCENT CLAY,1206 E NATIONAL AVE,BRAZIL,CLAY,INDIANA,IN,47834,(812) 442-2500,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151310,"PARKVIEW WABASH HOSPITAL, INC",10 JOHN KISSINGER DRIVE,WABASH,WABASH,INDIANA,IN,46992,(260) 569-2160,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,1000 S MAIN ST,TIPTON,TIPTON,INDIANA,IN,46072,(765) 675-8500,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,5
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST,MONTICELLO,WHITE,INDIANA,IN,47960,(574) 583-7111,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
151313,WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,FULTON,INDIANA,IN,46975,(574) 223-3141,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
151314,ASCENSION ST VINCENT SALEM,911 N SHELBY ST,SALEM,WASHINGTON,INDIANA,IN,47167,(812) 883-5881,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST,ANGOLA,STEUBEN,INDIANA,IN,46703,(260) 665-2141,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,1300 S JACKSON ST,FRANKFORT,CLINTON,INDIANA,IN,46041,(765) 656-3000,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,GREENE,INDIANA,IN,47441,(812) 847-2281,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
151318,DUKES MEMORIAL HOSPITAL,275 W 12TH ST,PERU,MIAMI,INDIANA,IN,46970,(765) 472-8000,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,Y,3
151319,GIBSON GENERAL HOSPITAL,1808 SHERMAN DR,PRINCETON,GIBSON,INDIANA,IN,47670,(812) 385-3401,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",500 W VOTAW ST,PORTLAND,JAY,INDIANA,IN,47371,(260) 726-7131,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,2
151322,PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,TELL CITY,PERRY,INDIANA,IN,47586,(812) 547-7011,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,N,3
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,LAGRANGE,INDIANA,IN,46761,(260) 463-9000,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,JASPER,INDIANA,IN,47978,(219) 866-5141,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,1
151325,ASCENSION ST VINCENT WARRICK,1116 MILLIS AVE,BOONVILLE,WARRICK,INDIANA,IN,47601,(812) 897-4800,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
